Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	From
408	Spectrogram 1	1	167872.255937500	167872.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
409	Waveform 1	1	167880.863937500	167881.183937500	20.0	500.0	0.9000	Band Limited Energy Detector
409	Spectrogram 1	1	167880.863937500	167881.183937500	20.0	500.0	0.9000	Band Limited Energy Detector
410	Waveform 1	1	167882.207937500	167882.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
410	Spectrogram 1	1	167882.207937500	167882.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
411	Waveform 1	1	167894.047937500	167894.367937500	20.0	500.0	1.0000	Band Limited Energy Detector
411	Spectrogram 1	1	167894.047937500	167894.367937500	20.0	500.0	1.0000	Band Limited Energy Detector
412	Waveform 1	1	167896.671937500	167896.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
412	Spectrogram 1	1	167896.671937500	167896.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
413	Waveform 1	1	167900.639937500	167900.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
413	Spectrogram 1	1	167900.639937500	167900.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
414	Waveform 1	1	167911.359937500	167911.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
414	Spectrogram 1	1	167911.359937500	167911.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
415	Waveform 1	1	167915.103937500	167915.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
415	Spectrogram 1	1	167915.103937500	167915.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
416	Waveform 1	1	167916.767937500	167917.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
416	Spectrogram 1	1	167916.767937500	167917.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
417	Waveform 1	1	167935.615937500	167935.743937500	20.0	500.0	1.0000	Band Limited Energy Detector
417	Spectrogram 1	1	167935.615937500	167935.743937500	20.0	500.0	1.0000	Band Limited Energy Detector
418	Waveform 1	1	167937.471937500	167937.599937500	20.0	500.0	1.0000	Band Limited Energy Detector
418	Spectrogram 1	1	167937.471937500	167937.599937500	20.0	500.0	1.0000	Band Limited Energy Detector
419	Waveform 1	1	167949.855937500	167950.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
419	Spectrogram 1	1	167949.855937500	167950.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
420	Waveform 1	1	167958.847937500	167959.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
420	Spectrogram 1	1	167958.847937500	167959.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
421	Waveform 1	1	167965.663937500	167965.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
421	Spectrogram 1	1	167965.663937500	167965.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
422	Waveform 1	1	167975.167937500	167975.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
422	Spectrogram 1	1	167975.167937500	167975.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
423	Waveform 1	1	167979.039937500	167979.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
423	Spectrogram 1	1	167979.039937500	167979.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
424	Waveform 1	1	167980.287937500	167980.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
424	Spectrogram 1	1	167980.287937500	167980.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
425	Waveform 1	1	167981.919937500	167982.207937500	20.0	500.0	1.0000	Band Limited Energy Detector
425	Spectrogram 1	1	167981.919937500	167982.207937500	20.0	500.0	1.0000	Band Limited Energy Detector
426	Waveform 1	1	167991.007937500	167991.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
426	Spectrogram 1	1	167991.007937500	167991.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
427	Waveform 1	1	167994.303937500	167994.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
427	Spectrogram 1	1	167994.303937500	167994.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
428	Waveform 1	1	167996.063937500	167996.319937500	20.0	500.0	1.0000	Band Limited Energy Detector
428	Spectrogram 1	1	167996.063937500	167996.319937500	20.0	500.0	1.0000	Band Limited Energy Detector
429	Waveform 1	1	168012.703937500	168012.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
429	Spectrogram 1	1	168012.703937500	168012.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
430	Waveform 1	1	168015.199937500	168015.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
430	Spectrogram 1	1	168015.199937500	168015.327937500	20.0	500.0	1.0000	Band Limited Energy Detector
431	Waveform 1	1	168015.903937500	168016.159937500	20.0	500.0	1.0000	Band Limited Energy Detector
431	Spectrogram 1	1	168015.903937500	168016.159937500	20.0	500.0	1.0000	Band Limited Energy Detector
432	Waveform 1	1	168020.959937500	168021.119937500	20.0	500.0	1.0000	Band Limited Energy Detector
432	Spectrogram 1	1	168020.959937500	168021.119937500	20.0	500.0	1.0000	Band Limited Energy Detector
433	Waveform 1	1	168026.399937500	168026.687937500	20.0	500.0	0.8889	Band Limited Energy Detector
433	Spectrogram 1	1	168026.399937500	168026.687937500	20.0	500.0	0.8889	Band Limited Energy Detector
434	Waveform 1	1	168030.079937500	168030.399937500	20.0	500.0	1.0000	Band Limited Energy Detector
434	Spectrogram 1	1	168030.079937500	168030.399937500	20.0	500.0	1.0000	Band Limited Energy Detector
435	Waveform 1	1	168033.375937500	168033.663937500	20.0	500.0	1.0000	Band Limited Energy Detector
435	Spectrogram 1	1	168033.375937500	168033.663937500	20.0	500.0	1.0000	Band Limited Energy Detector
436	Waveform 1	1	168039.615937500	168039.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
436	Spectrogram 1	1	168039.615937500	168039.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
437	Waveform 1	1	168047.903937500	168048.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
437	Spectrogram 1	1	168047.903937500	168048.223937500	20.0	500.0	1.0000	Band Limited Energy Detector
438	Waveform 1	1	168054.687937500	168055.039937500	20.0	500.0	0.9091	Band Limited Energy Detector
438	Spectrogram 1	1	168054.687937500	168055.039937500	20.0	500.0	0.9091	Band Limited Energy Detector
439	Waveform 1	1	168059.647937500	168059.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
439	Spectrogram 1	1	168059.647937500	168059.967937500	20.0	500.0	1.0000	Band Limited Energy Detector
440	Waveform 1	1	168063.391937500	168063.551937500	20.0	500.0	1.0000	Band Limited Energy Detector
440	Spectrogram 1	1	168063.391937500	168063.551937500	20.0	500.0	1.0000	Band Limited Energy Detector
441	Waveform 1	1	168065.151937500	168065.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
441	Spectrogram 1	1	168065.151937500	168065.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
442	Waveform 1	1	168071.071937500	168071.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
442	Spectrogram 1	1	168071.071937500	168071.359937500	20.0	500.0	1.0000	Band Limited Energy Detector
443	Waveform 1	1	168078.815937500	168079.167937500	20.0	500.0	1.0000	Band Limited Energy Detector
443	Spectrogram 1	1	168078.815937500	168079.167937500	20.0	500.0	1.0000	Band Limited Energy Detector
444	Waveform 1	1	168096.223937500	168096.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
444	Spectrogram 1	1	168096.223937500	168096.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
445	Waveform 1	1	168106.367937500	168106.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
445	Spectrogram 1	1	168106.367937500	168106.687937500	20.0	500.0	1.0000	Band Limited Energy Detector
446	Waveform 1	1	168113.471937500	168113.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
446	Spectrogram 1	1	168113.471937500	168113.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
447	Waveform 1	1	168114.719937500	168114.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
447	Spectrogram 1	1	168114.719937500	168114.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
448	Waveform 1	1	168118.143937500	168118.303937500	20.0	500.0	0.8000	Band Limited Energy Detector
448	Spectrogram 1	1	168118.143937500	168118.303937500	20.0	500.0	0.8000	Band Limited Energy Detector
449	Waveform 1	1	168122.367937500	168122.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
449	Spectrogram 1	1	168122.367937500	168122.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
450	Waveform 1	1	168130.591937500	168130.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
450	Spectrogram 1	1	168130.591937500	168130.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
451	Waveform 1	1	168131.327937500	168131.551937500	20.0	500.0	1.0000	Band Limited Energy Detector
451	Spectrogram 1	1	168131.327937500	168131.551937500	20.0	500.0	1.0000	Band Limited Energy Detector
452	Waveform 1	1	168138.751937500	168138.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
452	Spectrogram 1	1	168138.751937500	168138.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
453	Waveform 1	1	168143.999937500	168144.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
453	Spectrogram 1	1	168143.999937500	168144.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
454	Waveform 1	1	168152.319937500	168152.607937500	20.0	500.0	1.0000	Band Limited Energy Detector
454	Spectrogram 1	1	168152.319937500	168152.607937500	20.0	500.0	1.0000	Band Limited Energy Detector
455	Waveform 1	1	168152.895937500	168153.151937500	20.0	500.0	1.0000	Band Limited Energy Detector
455	Spectrogram 1	1	168152.895937500	168153.151937500	20.0	500.0	1.0000	Band Limited Energy Detector
456	Waveform 1	1	168168.063937500	168168.191937500	20.0	500.0	1.0000	Band Limited Energy Detector
456	Spectrogram 1	1	168168.063937500	168168.191937500	20.0	500.0	1.0000	Band Limited Energy Detector
457	Waveform 1	1	168170.559937500	168170.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
457	Spectrogram 1	1	168170.559937500	168170.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
458	Waveform 1	1	168174.015937500	168174.143937500	20.0	500.0	1.0000	Band Limited Energy Detector
458	Spectrogram 1	1	168174.015937500	168174.143937500	20.0	500.0	1.0000	Band Limited Energy Detector
459	Waveform 1	1	168184.031937500	168184.191937500	20.0	500.0	1.0000	Band Limited Energy Detector
459	Spectrogram 1	1	168184.031937500	168184.191937500	20.0	500.0	1.0000	Band Limited Energy Detector
460	Waveform 1	1	168186.207937500	168186.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
460	Spectrogram 1	1	168186.207937500	168186.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
461	Waveform 1	1	168215.935937500	168216.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
461	Spectrogram 1	1	168215.935937500	168216.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
462	Waveform 1	1	168217.855937500	168217.983937500	20.0	500.0	1.0000	Band Limited Energy Detector
462	Spectrogram 1	1	168217.855937500	168217.983937500	20.0	500.0	1.0000	Band Limited Energy Detector
463	Waveform 1	1	168220.095937500	168220.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
463	Spectrogram 1	1	168220.095937500	168220.479937500	20.0	500.0	1.0000	Band Limited Energy Detector
464	Waveform 1	1	168223.935937500	168224.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
464	Spectrogram 1	1	168223.935937500	168224.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
465	Waveform 1	1	168253.471937500	168253.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
465	Spectrogram 1	1	168253.471937500	168253.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
466	Waveform 1	1	168258.975937500	168259.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
466	Spectrogram 1	1	168258.975937500	168259.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
467	Waveform 1	1	168261.151937500	168261.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
467	Spectrogram 1	1	168261.151937500	168261.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
468	Waveform 1	1	168275.711937500	168275.903937500	20.0	500.0	1.0000	Band Limited Energy Detector
468	Spectrogram 1	1	168275.711937500	168275.903937500	20.0	500.0	1.0000	Band Limited Energy Detector
469	Waveform 1	1	168290.911937500	168291.135937500	20.0	500.0	1.0000	Band Limited Energy Detector
469	Spectrogram 1	1	168290.911937500	168291.135937500	20.0	500.0	1.0000	Band Limited Energy Detector
470	Waveform 1	1	168292.607937500	168292.703937500	20.0	500.0	1.0000	Band Limited Energy Detector
470	Spectrogram 1	1	168292.607937500	168292.703937500	20.0	500.0	1.0000	Band Limited Energy Detector
471	Waveform 1	1	168297.119937500	168297.375937500	20.0	500.0	0.7500	Band Limited Energy Detector
471	Spectrogram 1	1	168297.119937500	168297.375937500	20.0	500.0	0.7500	Band Limited Energy Detector
472	Waveform 1	1	168310.015937500	168310.239937500	20.0	500.0	1.0000	Band Limited Energy Detector
472	Spectrogram 1	1	168310.015937500	168310.239937500	20.0	500.0	1.0000	Band Limited Energy Detector
473	Waveform 1	1	168320.095937500	168320.319937500	20.0	500.0	1.0000	Band Limited Energy Detector
473	Spectrogram 1	1	168320.095937500	168320.319937500	20.0	500.0	1.0000	Band Limited Energy Detector
474	Waveform 1	1	168321.791937500	168321.951937500	20.0	500.0	0.8000	Band Limited Energy Detector
474	Spectrogram 1	1	168321.791937500	168321.951937500	20.0	500.0	0.8000	Band Limited Energy Detector
475	Waveform 1	1	168324.415937500	168324.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
475	Spectrogram 1	1	168324.415937500	168324.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
476	Waveform 1	1	168325.215937500	168325.407937500	20.0	500.0	1.0000	Band Limited Energy Detector
476	Spectrogram 1	1	168325.215937500	168325.407937500	20.0	500.0	1.0000	Band Limited Energy Detector
477	Waveform 1	1	168341.855937500	168342.047937500	20.0	500.0	1.0000	Band Limited Energy Detector
477	Spectrogram 1	1	168341.855937500	168342.047937500	20.0	500.0	1.0000	Band Limited Energy Detector
478	Waveform 1	1	168368.959937500	168369.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
478	Spectrogram 1	1	168368.959937500	168369.087937500	20.0	500.0	1.0000	Band Limited Energy Detector
479	Waveform 1	1	168385.055937500	168385.247937500	20.0	500.0	0.8333	Band Limited Energy Detector
479	Spectrogram 1	1	168385.055937500	168385.247937500	20.0	500.0	0.8333	Band Limited Energy Detector
480	Waveform 1	1	168388.031937500	168388.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
480	Spectrogram 1	1	168388.031937500	168388.287937500	20.0	500.0	1.0000	Band Limited Energy Detector
481	Waveform 1	1	168389.823937500	168390.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
481	Spectrogram 1	1	168389.823937500	168390.111937500	20.0	500.0	1.0000	Band Limited Energy Detector
482	Waveform 1	1	168395.839937500	168396.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
482	Spectrogram 1	1	168395.839937500	168396.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
483	Waveform 1	1	168412.063937500	168412.319937500	20.0	500.0	1.0000	Band Limited Energy Detector
483	Spectrogram 1	1	168412.063937500	168412.319937500	20.0	500.0	1.0000	Band Limited Energy Detector
484	Waveform 1	1	168462.847937500	168463.007937500	20.0	500.0	1.0000	Band Limited Energy Detector
484	Spectrogram 1	1	168462.847937500	168463.007937500	20.0	500.0	1.0000	Band Limited Energy Detector
485	Waveform 1	1	168473.023937500	168473.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
485	Spectrogram 1	1	168473.023937500	168473.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
486	Waveform 1	1	168488.607937500	168488.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
486	Spectrogram 1	1	168488.607937500	168488.735937500	20.0	500.0	1.0000	Band Limited Energy Detector
487	Waveform 1	1	168494.591937500	168494.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
487	Spectrogram 1	1	168494.591937500	168494.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
488	Waveform 1	1	168496.031937500	168496.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
488	Spectrogram 1	1	168496.031937500	168496.351937500	20.0	500.0	1.0000	Band Limited Energy Detector
489	Waveform 1	1	168510.879937500	168511.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
489	Spectrogram 1	1	168510.879937500	168511.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
490	Waveform 1	1	168523.103937500	168523.487937500	20.0	500.0	0.9167	Band Limited Energy Detector
490	Spectrogram 1	1	168523.103937500	168523.487937500	20.0	500.0	0.9167	Band Limited Energy Detector
491	Waveform 1	1	168538.335937500	168538.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
491	Spectrogram 1	1	168538.335937500	168538.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
492	Waveform 1	1	168541.279937500	168541.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
492	Spectrogram 1	1	168541.279937500	168541.439937500	20.0	500.0	1.0000	Band Limited Energy Detector
493	Waveform 1	1	168545.151937500	168545.343937500	20.0	500.0	1.0000	Band Limited Energy Detector
493	Spectrogram 1	1	168545.151937500	168545.343937500	20.0	500.0	1.0000	Band Limited Energy Detector
494	Waveform 1	1	168549.375937500	168549.567937500	20.0	500.0	1.0000	Band Limited Energy Detector
494	Spectrogram 1	1	168549.375937500	168549.567937500	20.0	500.0	1.0000	Band Limited Energy Detector
495	Waveform 1	1	168551.583937500	168551.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
495	Spectrogram 1	1	168551.583937500	168551.871937500	20.0	500.0	1.0000	Band Limited Energy Detector
496	Waveform 1	1	168559.231937500	168559.359937500	20.0	500.0	0.7500	Band Limited Energy Detector
496	Spectrogram 1	1	168559.231937500	168559.359937500	20.0	500.0	0.7500	Band Limited Energy Detector
497	Waveform 1	1	168572.607937500	168572.959937500	20.0	500.0	0.8182	Band Limited Energy Detector
497	Spectrogram 1	1	168572.607937500	168572.959937500	20.0	500.0	0.8182	Band Limited Energy Detector
498	Waveform 1	1	168579.519937500	168579.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
498	Spectrogram 1	1	168579.519937500	168579.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
499	Waveform 1	1	168582.335937500	168582.591937500	20.0	500.0	0.7500	Band Limited Energy Detector
499	Spectrogram 1	1	168582.335937500	168582.591937500	20.0	500.0	0.7500	Band Limited Energy Detector
500	Waveform 1	1	168587.967937500	168588.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
500	Spectrogram 1	1	168587.967937500	168588.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
501	Waveform 1	1	168593.887937500	168594.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
501	Spectrogram 1	1	168593.887937500	168594.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
502	Waveform 1	1	168596.255937500	168596.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
502	Spectrogram 1	1	168596.255937500	168596.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
503	Waveform 1	1	168598.303937500	168598.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
503	Spectrogram 1	1	168598.303937500	168598.559937500	20.0	500.0	1.0000	Band Limited Energy Detector
504	Waveform 1	1	168601.695937500	168601.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
504	Spectrogram 1	1	168601.695937500	168601.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
505	Waveform 1	1	168625.375937500	168625.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
505	Spectrogram 1	1	168625.375937500	168625.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
506	Waveform 1	1	168627.839937500	168627.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
506	Spectrogram 1	1	168627.839937500	168627.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
507	Waveform 1	1	168630.879937500	168631.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
507	Spectrogram 1	1	168630.879937500	168631.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
508	Waveform 1	1	168635.423937500	168635.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
508	Spectrogram 1	1	168635.423937500	168635.647937500	20.0	500.0	1.0000	Band Limited Energy Detector
509	Waveform 1	1	168636.479937500	168636.607937500	20.0	500.0	1.0000	Band Limited Energy Detector
509	Spectrogram 1	1	168636.479937500	168636.607937500	20.0	500.0	1.0000	Band Limited Energy Detector
510	Waveform 1	1	168639.807937500	168640.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
510	Spectrogram 1	1	168639.807937500	168640.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
511	Waveform 1	1	168678.335937500	168678.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
511	Spectrogram 1	1	168678.335937500	168678.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
512	Waveform 1	1	168689.151937500	168689.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
512	Spectrogram 1	1	168689.151937500	168689.375937500	20.0	500.0	1.0000	Band Limited Energy Detector
513	Waveform 1	1	168699.807937500	168700.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
513	Spectrogram 1	1	168699.807937500	168700.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
514	Waveform 1	1	168751.295937500	168751.519937500	20.0	500.0	1.0000	Band Limited Energy Detector
514	Spectrogram 1	1	168751.295937500	168751.519937500	20.0	500.0	1.0000	Band Limited Energy Detector
515	Waveform 1	1	168769.631937500	168769.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
515	Spectrogram 1	1	168769.631937500	168769.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
516	Waveform 1	1	168771.231937500	168771.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
516	Spectrogram 1	1	168771.231937500	168771.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
517	Waveform 1	1	168780.383937500	168780.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
517	Spectrogram 1	1	168780.383937500	168780.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
518	Waveform 1	1	168783.871937500	168784.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
518	Spectrogram 1	1	168783.871937500	168784.031937500	20.0	500.0	1.0000	Band Limited Energy Detector
519	Waveform 1	1	168799.295937500	168799.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
519	Spectrogram 1	1	168799.295937500	168799.487937500	20.0	500.0	1.0000	Band Limited Energy Detector
520	Waveform 1	1	168813.343937500	168813.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
520	Spectrogram 1	1	168813.343937500	168813.535937500	20.0	500.0	1.0000	Band Limited Energy Detector
521	Waveform 1	1	168822.719937500	168822.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
521	Spectrogram 1	1	168822.719937500	168822.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
522	Waveform 1	1	168870.719937500	168870.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
522	Spectrogram 1	1	168870.719937500	168870.879937500	20.0	500.0	1.0000	Band Limited Energy Detector
523	Waveform 1	1	168981.727937500	168981.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
523	Spectrogram 1	1	168981.727937500	168981.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
524	Waveform 1	1	169016.735937500	169016.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
524	Spectrogram 1	1	169016.735937500	169016.959937500	20.0	500.0	1.0000	Band Limited Energy Detector
525	Waveform 1	1	169021.247937500	169021.471937500	20.0	500.0	0.8571	Band Limited Energy Detector
525	Spectrogram 1	1	169021.247937500	169021.471937500	20.0	500.0	0.8571	Band Limited Energy Detector
526	Waveform 1	1	169029.375937500	169029.663937500	20.0	500.0	0.8889	Band Limited Energy Detector
526	Spectrogram 1	1	169029.375937500	169029.663937500	20.0	500.0	0.8889	Band Limited Energy Detector
527	Waveform 1	1	169038.783937500	169039.039937500	20.0	500.0	1.0000	Band Limited Energy Detector
527	Spectrogram 1	1	169038.783937500	169039.039937500	20.0	500.0	1.0000	Band Limited Energy Detector
528	Waveform 1	1	169082.111937500	169082.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
528	Spectrogram 1	1	169082.111937500	169082.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
529	Waveform 1	1	169136.511937500	169136.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
529	Spectrogram 1	1	169136.511937500	169136.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
530	Waveform 1	1	169230.047937500	169230.143937500	20.0	500.0	1.0000	Band Limited Energy Detector
530	Spectrogram 1	1	169230.047937500	169230.143937500	20.0	500.0	1.0000	Band Limited Energy Detector
531	Waveform 1	1	201526.527937500	201526.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
531	Spectrogram 1	1	201526.527937500	201526.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
532	Waveform 1	1	201534.655937500	201534.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
532	Spectrogram 1	1	201534.655937500	201534.847937500	20.0	500.0	1.0000	Band Limited Energy Detector
533	Waveform 1	1	201544.223937500	201544.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
533	Spectrogram 1	1	201544.223937500	201544.447937500	20.0	500.0	1.0000	Band Limited Energy Detector
534	Waveform 1	1	201550.623937500	201550.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
534	Spectrogram 1	1	201550.623937500	201550.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
535	Waveform 1	1	201558.687937500	201558.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
535	Spectrogram 1	1	201558.687937500	201558.911937500	20.0	500.0	1.0000	Band Limited Energy Detector
536	Waveform 1	1	201568.767937500	201568.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
536	Spectrogram 1	1	201568.767937500	201568.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
537	Waveform 1	1	201579.583937500	201579.711937500	20.0	500.0	1.0000	Band Limited Energy Detector
537	Spectrogram 1	1	201579.583937500	201579.711937500	20.0	500.0	1.0000	Band Limited Energy Detector
538	Waveform 1	1	201622.335937500	201622.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
538	Spectrogram 1	1	201622.335937500	201622.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
539	Waveform 1	1	201630.271937500	201630.495937500	20.0	500.0	1.0000	Band Limited Energy Detector
539	Spectrogram 1	1	201630.271937500	201630.495937500	20.0	500.0	1.0000	Band Limited Energy Detector
540	Waveform 1	1	201750.495937500	201750.847937500	20.0	500.0	0.9091	Band Limited Energy Detector
540	Spectrogram 1	1	201750.495937500	201750.847937500	20.0	500.0	0.9091	Band Limited Energy Detector
541	Waveform 1	1	201759.967937500	201760.127937500	20.0	500.0	0.8000	Band Limited Energy Detector
541	Spectrogram 1	1	201759.967937500	201760.127937500	20.0	500.0	0.8000	Band Limited Energy Detector
542	Waveform 1	1	201768.319937500	201768.735937500	20.0	500.0	0.9231	Band Limited Energy Detector
542	Spectrogram 1	1	201768.319937500	201768.735937500	20.0	500.0	0.9231	Band Limited Energy Detector
543	Waveform 1	1	201774.527937500	201774.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
543	Spectrogram 1	1	201774.527937500	201774.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
544	Waveform 1	1	201778.847937500	201779.199937500	20.0	500.0	1.0000	Band Limited Energy Detector
544	Spectrogram 1	1	201778.847937500	201779.199937500	20.0	500.0	1.0000	Band Limited Energy Detector
